,Id,Pred,Season,team0,team1,wins0,wins1,avg_fgm0,avg_fgm1,std_fgm0,std_fgm1,avg_fga0,avg_fga1,std_fga0,std_fga1,avg_fgm30,avg_fgm31,std_fgm30,std_fgm31,avg_fga30,avg_fga31,std_fga30,std_fga31,avg_ftm0,avg_ftm1,std_ftm0,std_ftm1,avg_fta0,avg_fta1,std_fta0,std_fta1,avg_or0,avg_or1,std_or0,std_or1,avg_dr0,avg_dr1,std_dr0,std_dr1,avg_ast0,avg_ast1,std_ast0,std_ast1,avg_to0,avg_to1,std_to0,std_to1,avg_stl0,avg_stl1,std_stl0,std_stl1,avg_blk0,avg_blk1,std_blk0,std_blk1,avg_pf0,avg_pf1,std_pf0,std_pf1,ftr0,ftr1,efg0,efg1,to_p0,to_p1,orp0,orp1
6311,2014_1301_1328,0.5,2014,1301,1328,21,23,26.26,27.62,5.69,3.66,57.26,61.31,6.12,6.14,4.47,8.53,2.09,3.11,14.76,22.56,4.69,5.55,13.79,18.38,5.25,6.57,20.85,24.5,6.92,8.64,11.94,11.88,2.64,3.46,22.38,25.78,4.7,5.32,12.94,14.66,3.81,3.83,10.41,11.44,3.44,3.49,4.76,6.84,1.91,2.27,3.97,3.28,2.94,2.0,18.71,19.03,4.27,3.51,0.37,0.4,0.5,0.52,0.26,0.26,0.35,0.32
6312,2014_1301_1329,0.5,2014,1301,1329,21,21,26.26,26.42,5.69,4.38,57.26,56.85,6.12,7.43,4.47,7.15,2.09,3.07,14.76,19.42,4.69,5.34,13.79,20.33,5.25,7.17,20.85,28.09,6.92,9.66,11.94,9.55,2.64,3.17,22.38,25.7,4.7,4.98,12.94,13.64,3.81,4.71,10.41,10.42,3.44,2.51,4.76,7.58,1.91,3.66,3.97,4.79,2.94,2.52,18.71,19.61,4.27,4.74,0.37,0.51,0.5,0.53,0.26,0.23,0.35,0.28
6313,2014_1301_1332,0.5,2014,1301,1332,21,23,26.26,27.41,5.69,4.47,57.26,58.56,6.12,8.58,4.47,7.78,2.09,2.54,14.76,19.84,4.69,4.75,13.79,19.25,5.25,6.91,20.85,25.12,6.92,8.96,11.94,10.78,2.64,3.95,22.38,23.5,4.7,5.27,12.94,14.44,3.81,4.09,10.41,11.66,3.44,3.87,4.76,7.94,1.91,2.88,3.97,3.38,2.94,2.18,18.71,21.25,4.27,3.79,0.37,0.44,0.5,0.54,0.26,0.27,0.35,0.32
6314,2014_1301_1338,0.5,2014,1301,1338,21,25,26.26,24.85,5.69,5.58,57.26,53.88,6.12,7.36,4.47,5.15,2.09,2.76,14.76,14.44,4.69,4.41,13.79,17.62,5.25,5.87,20.85,24.79,6.92,7.73,11.94,12.15,2.64,4.17,22.38,23.94,4.7,4.14,12.94,15.62,3.81,4.51,10.41,10.56,3.44,2.88,4.76,7.0,1.91,2.73,3.97,3.0,2.94,1.87,18.71,17.5,4.27,4.25,0.37,0.47,0.5,0.51,0.26,0.27,0.35,0.38
6315,2014_1301_1344,0.5,2014,1301,1344,21,23,26.26,24.15,5.69,4.25,57.26,56.79,6.12,7.15,4.47,6.29,2.09,2.74,14.76,18.0,4.69,4.65,13.79,18.62,5.25,6.81,20.85,23.82,6.92,8.11,11.94,12.44,2.64,4.32,22.38,24.38,4.7,4.26,12.94,13.65,3.81,3.67,10.41,11.65,3.44,3.27,4.76,5.59,1.91,2.49,3.97,4.85,2.94,3.07,18.71,17.32,4.27,3.88,0.37,0.43,0.5,0.48,0.26,0.29,0.35,0.35
6316,2014_1301_1361,0.5,2014,1301,1361,21,27,26.26,23.55,5.69,3.65,57.26,55.39,6.12,6.03,4.47,4.74,2.09,2.18,14.76,13.97,4.69,3.8,13.79,16.52,5.25,6.56,20.85,24.87,6.92,8.87,11.94,12.9,2.64,4.04,22.38,23.9,4.7,4.71,12.94,9.35,3.81,3.76,10.41,9.77,3.44,3.24,4.76,7.45,1.91,3.18,3.97,4.97,2.94,2.48,18.71,16.65,4.27,3.57,0.37,0.46,0.5,0.47,0.26,0.24,0.35,0.36
6317,2014_1301_1372,0.5,2014,1301,1372,21,29,26.26,26.23,5.69,4.51,57.26,56.84,6.12,5.65,4.47,7.16,2.09,2.07,14.76,20.35,4.69,4.56,13.79,16.23,5.25,4.92,20.85,22.81,6.92,5.84,11.94,13.0,2.64,2.71,22.38,20.61,4.7,4.7,12.94,16.42,3.81,4.15,10.41,10.97,3.44,3.2,4.76,7.03,1.91,3.02,3.97,3.16,2.94,2.38,18.71,20.9,4.27,2.9,0.37,0.41,0.5,0.53,0.26,0.28,0.35,0.39
6318,2014_1301_1386,0.5,2014,1301,1386,21,24,26.26,24.64,5.69,3.71,57.26,52.58,6.12,5.78,4.47,7.36,2.09,3.84,14.76,19.36,4.69,5.12,13.79,14.64,5.25,6.02,20.85,22.82,6.92,7.46,11.94,9.61,2.64,3.92,22.38,26.3,4.7,4.45,12.94,14.06,3.81,4.8,10.41,12.33,3.44,3.79,4.76,4.48,1.91,2.46,3.97,4.61,2.94,2.32,18.71,15.82,4.27,4.29,0.37,0.44,0.5,0.54,0.26,0.33,0.35,0.29
6319,2014_1301_1387,0.5,2014,1301,1387,21,25,26.26,24.29,5.69,3.28,57.26,54.65,6.12,5.68,4.47,5.71,2.09,2.58,14.76,17.84,4.69,4.36,13.79,15.77,5.25,4.9,20.85,22.19,6.92,6.9,11.94,9.94,2.64,3.04,22.38,25.74,4.7,4.62,12.94,14.1,3.81,3.68,10.41,12.61,3.44,3.26,4.76,7.39,1.91,2.49,3.97,4.23,2.94,2.16,18.71,17.29,4.27,3.5,0.37,0.41,0.5,0.5,0.26,0.33,0.35,0.29
6320,2014_1301_1390,0.5,2014,1301,1390,21,21,26.26,25.27,5.69,4.5,57.26,54.42,6.12,8.42,4.47,5.91,2.09,2.67,14.76,15.94,4.69,5.21,13.79,17.06,5.25,5.82,20.85,24.27,6.92,6.61,11.94,9.67,2.64,4.58,22.38,25.18,4.7,4.79,12.94,11.79,3.81,4.28,10.41,11.24,3.44,2.91,4.76,5.09,1.91,2.48,3.97,4.24,2.94,2.03,18.71,18.06,4.27,4.23,0.37,0.46,0.5,0.52,0.26,0.28,0.35,0.29
6321,2014_1301_1393,0.5,2014,1301,1393,21,27,26.26,24.06,5.69,4.46,57.26,55.06,6.12,7.53,4.47,5.0,2.09,2.74,14.76,14.94,4.69,5.86,13.79,15.03,5.25,6.58,20.85,21.38,6.92,8.33,11.94,13.19,2.64,4.99,22.38,22.06,4.7,5.03,12.94,11.94,3.81,4.07,10.41,8.91,3.44,2.29,4.76,8.03,1.91,3.02,3.97,4.94,2.94,2.21,18.71,15.91,4.27,4.42,0.37,0.4,0.5,0.49,0.26,0.22,0.35,0.37
6322,2014_1301_1397,0.5,2014,1301,1397,21,20,26.26,24.41,5.69,4.13,57.26,55.16,6.12,6.53,4.47,5.56,2.09,2.7,14.76,16.88,4.69,4.47,13.79,16.12,5.25,6.38,20.85,22.78,6.92,7.56,11.94,13.72,2.64,4.62,22.38,25.03,4.7,4.21,12.94,12.09,3.81,3.87,10.41,10.88,3.44,3.63,4.76,5.19,1.91,2.1,3.97,4.72,2.94,2.61,18.71,17.19,4.27,4.04,0.37,0.42,0.5,0.5,0.26,0.29,0.35,0.39
6323,2014_1301_1400,0.5,2014,1301,1400,21,23,26.26,25.79,5.69,3.77,57.26,59.85,6.12,7.89,4.47,5.12,2.09,2.5,14.76,15.79,4.69,4.78,13.79,17.42,5.25,5.6,20.85,26.24,6.92,7.76,11.94,15.06,2.64,4.51,22.38,26.7,4.7,5.33,12.94,12.76,3.81,3.51,10.41,12.36,3.44,3.04,4.76,5.76,1.91,2.44,3.97,6.0,2.94,2.84,18.71,19.06,4.27,4.74,0.37,0.45,0.5,0.48,0.26,0.31,0.35,0.39
6324,2014_1301_1409,0.5,2014,1301,1409,21,21,26.26,24.67,5.69,4.65,57.26,55.82,6.12,6.45,4.47,5.76,2.09,2.76,14.76,17.7,4.69,5.32,13.79,18.0,5.25,5.77,20.85,26.67,6.92,8.97,11.94,10.79,2.64,2.34,22.38,25.52,4.7,4.03,12.94,12.52,3.81,4.14,10.41,11.45,3.44,3.88,4.76,6.97,1.91,2.38,3.97,3.79,2.94,1.98,18.71,21.42,4.27,5.17,0.37,0.49,0.5,0.49,0.26,0.28,0.35,0.31
6325,2014_1301_1411,0.5,2014,1301,1411,21,18,26.26,24.84,5.69,3.98,57.26,54.22,6.12,7.2,4.47,6.31,2.09,2.29,14.76,17.59,4.69,3.53,13.79,19.06,5.25,5.17,20.85,26.81,6.92,7.12,11.94,11.28,2.64,4.25,22.38,25.44,4.7,5.9,12.94,13.66,3.81,4.9,10.41,13.22,3.44,3.26,4.76,4.59,1.91,2.38,3.97,3.53,2.94,2.02,18.71,16.56,4.27,3.74,0.37,0.51,0.5,0.52,0.26,0.35,0.35,0.33
6326,2014_1301_1417,0.5,2014,1301,1417,21,26,26.26,29.06,5.69,5.37,57.26,59.29,6.12,5.28,4.47,6.38,2.09,2.5,14.76,16.32,4.69,4.72,13.79,17.32,5.25,5.55,20.85,23.12,6.92,6.35,11.94,10.09,2.64,2.55,22.38,25.56,4.7,4.75,12.94,17.21,3.81,4.01,10.41,10.53,3.44,2.5,4.76,9.38,1.91,2.92,3.97,2.88,2.94,1.65,18.71,17.74,4.27,4.36,0.37,0.4,0.5,0.55,0.26,0.23,0.35,0.31
6327,2014_1301_1418,0.5,2014,1301,1418,21,20,26.26,27.39,5.69,4.14,57.26,59.74,6.12,6.9,4.47,7.23,2.09,2.77,14.76,19.32,4.69,5.19,13.79,17.84,5.25,6.36,20.85,26.84,6.92,9.04,11.94,13.65,2.64,4.02,22.38,24.19,4.7,5.77,12.94,13.1,3.81,3.44,10.41,13.87,3.44,3.82,4.76,7.0,1.91,3.01,3.97,3.94,2.94,2.48,18.71,21.16,4.27,4.31,0.37,0.46,0.5,0.52,0.26,0.34,0.35,0.36
6328,2014_1301_1433,0.5,2014,1301,1433,21,26,26.26,26.24,5.69,3.9,57.26,62.68,6.12,5.85,4.47,7.41,2.09,2.81,14.76,21.26,4.69,4.96,13.79,15.09,5.25,7.87,20.85,22.38,6.92,10.01,11.94,14.15,2.64,4.86,22.38,23.74,4.7,4.62,12.94,13.12,3.81,4.28,10.41,12.26,3.44,3.53,4.76,11.18,1.91,3.86,3.97,4.26,2.94,2.12,18.71,19.56,4.27,4.37,0.37,0.36,0.5,0.48,0.26,0.28,0.35,0.35
6329,2014_1301_1437,0.5,2014,1301,1437,21,28,26.26,25.75,5.69,5.1,57.26,56.06,6.12,6.0,4.47,9.03,2.09,2.98,14.76,25.03,4.69,5.13,13.79,18.0,5.25,6.16,20.85,25.25,6.92,7.07,11.94,11.28,2.64,3.59,22.38,25.81,4.7,3.97,12.94,15.62,3.81,3.94,10.41,11.84,3.44,3.84,4.76,6.94,1.91,3.06,3.97,4.03,2.94,2.35,18.71,19.72,4.27,4.33,0.37,0.46,0.5,0.54,0.26,0.29,0.35,0.33
6330,2014_1301_1438,0.5,2014,1301,1438,21,28,26.26,23.06,5.69,4.34,57.26,50.97,6.12,5.47,4.47,5.5,2.09,2.4,14.76,15.09,4.69,4.49,13.79,14.32,5.25,5.98,20.85,21.59,6.92,8.48,11.94,10.91,2.64,2.95,22.38,24.65,4.7,4.68,12.94,13.09,3.81,4.08,10.41,10.21,3.44,3.28,4.76,5.32,1.91,2.91,3.97,3.97,2.94,1.99,18.71,16.06,4.27,3.84,0.37,0.43,0.5,0.51,0.26,0.28,0.35,0.35
6331,2014_1301_1444,0.5,2014,1301,1444,21,22,26.26,23.71,5.69,5.73,57.26,50.81,6.12,7.1,4.47,5.87,2.09,2.47,14.76,17.81,4.69,3.99,13.79,18.87,5.25,7.16,20.85,26.29,6.92,9.22,11.94,9.65,2.64,2.89,22.38,24.87,4.7,4.74,12.94,11.1,3.81,3.7,10.41,14.16,3.44,4.04,4.76,5.74,1.91,2.71,3.97,3.48,2.94,2.29,18.71,18.29,4.27,4.85,0.37,0.53,0.5,0.52,0.26,0.46,0.35,0.32
6332,2014_1301_1451,0.5,2014,1301,1451,21,17,26.26,23.29,5.69,3.63,57.26,49.11,6.12,6.41,4.47,7.21,2.09,2.53,14.76,18.32,4.69,4.09,13.79,18.11,5.25,5.88,20.85,24.54,6.92,7.54,11.94,8.21,2.64,2.88,22.38,25.14,4.7,4.48,12.94,12.89,3.81,4.21,10.41,12.39,3.44,2.99,4.76,3.75,1.91,1.82,3.97,3.86,2.94,1.94,18.71,18.39,4.27,3.63,0.37,0.52,0.5,0.55,0.26,0.34,0.35,0.28
6333,2014_1301_1454,0.5,2014,1301,1454,21,20,26.26,22.79,5.69,4.11,57.26,53.09,6.12,5.9,4.47,7.12,2.09,2.87,14.76,21.61,4.69,4.71,13.79,17.7,5.25,5.81,20.85,24.15,6.92,7.44,11.94,9.79,2.64,3.56,22.38,23.52,4.7,5.2,12.94,13.24,3.81,4.27,10.41,13.64,3.44,3.59,4.76,5.64,1.91,2.18,3.97,2.42,2.94,1.89,18.71,18.3,4.27,3.31,0.37,0.46,0.5,0.5,0.26,0.37,0.35,0.29
6334,2014_1301_1455,0.5,2014,1301,1455,21,33,26.26,24.73,5.69,3.17,57.26,54.09,6.12,5.33,4.47,6.85,2.09,2.2,14.76,19.73,4.69,4.98,13.79,18.64,5.25,5.75,20.85,25.58,6.92,7.27,11.94,11.88,2.64,3.25,22.38,26.73,4.7,3.86,12.94,13.36,3.81,2.92,10.41,10.45,3.44,3.04,4.76,6.85,1.91,2.21,3.97,5.12,2.94,2.56,18.71,16.91,4.27,3.21,0.37,0.48,0.5,0.52,0.26,0.27,0.35,0.35
6335,2014_1301_1458,0.5,2014,1301,1458,21,26,26.26,24.21,5.69,5.02,57.26,52.88,6.12,5.88,4.47,7.76,2.09,2.29,14.76,20.79,4.69,3.7,13.79,17.36,5.25,6.71,20.85,23.33,6.92,8.07,11.94,8.79,2.64,2.93,22.38,24.39,4.7,4.44,12.94,12.12,3.81,3.2,10.41,8.06,3.44,2.98,4.76,5.0,1.91,2.3,3.97,3.52,2.94,1.99,18.71,14.94,4.27,3.32,0.37,0.46,0.5,0.53,0.26,0.19,0.35,0.28
6336,2014_1301_1459,0.5,2014,1301,1459,21,17,26.26,23.76,5.69,4.45,57.26,54.07,6.12,4.93,4.47,5.72,2.09,2.25,14.76,15.97,4.69,4.78,13.79,12.17,5.25,3.9,20.85,18.31,6.92,4.84,11.94,10.55,2.64,3.76,22.38,21.97,4.7,4.63,12.94,12.14,3.81,3.79,10.41,10.28,3.44,3.79,4.76,6.07,1.91,2.56,3.97,1.55,2.94,1.24,18.71,17.62,4.27,3.66,0.37,0.34,0.5,0.49,0.26,0.27,0.35,0.31
6337,2014_1301_1462,0.5,2014,1301,1462,21,21,26.26,25.64,5.69,3.93,57.26,54.39,6.12,7.59,4.47,5.21,2.09,2.56,14.76,14.73,4.69,5.01,13.79,15.73,5.25,6.04,20.85,22.85,6.92,8.63,11.94,11.15,2.64,3.63,22.38,24.67,4.7,4.93,12.94,14.85,3.81,3.82,10.41,12.36,3.44,4.37,4.76,5.85,1.91,2.99,3.97,2.94,2.94,2.21,18.71,19.91,4.27,4.62,0.37,0.43,0.5,0.52,0.26,0.35,0.35,0.34
6338,2014_1304_1307,0.5,2014,1304,1307,19,27,22.45,25.09,3.29,4.08,52.58,54.52,6.46,8.77,5.94,5.85,2.08,2.37,17.52,17.33,4.07,5.75,16.16,18.61,7.12,7.18,22.48,25.61,9.36,9.25,8.81,10.64,3.5,4.26,24.55,27.52,4.07,4.33,9.58,15.45,3.41,4.84,10.9,10.61,3.25,3.44,6.87,4.85,2.68,2.39,2.97,5.15,1.74,2.27,20.29,16.94,4.77,4.52,0.44,0.48,0.49,0.52,0.28,0.26,0.26,0.32
6339,2014_1304_1308,0.5,2014,1304,1308,19,25,22.45,25.79,3.29,3.93,52.58,53.0,6.46,5.96,5.94,5.15,2.08,2.31,17.52,14.21,4.07,4.42,16.16,19.91,7.12,6.78,22.48,29.03,9.36,9.77,8.81,12.03,3.5,3.19,24.55,25.26,4.07,4.91,9.58,13.0,3.41,3.46,10.9,12.65,3.25,3.46,6.87,4.65,2.68,2.14,2.97,6.21,1.74,2.95,20.29,17.15,4.77,4.16,0.44,0.56,0.49,0.54,0.28,0.33,0.26,0.38
6340,2014_1304_1314,0.5,2014,1304,1314,19,23,22.45,27.72,3.29,3.79,52.58,59.88,6.46,5.84,5.94,4.19,2.08,2.33,17.52,12.47,4.07,3.76,16.16,16.69,7.12,7.32,22.48,26.69,9.36,10.9,8.81,14.06,3.5,4.6,24.55,25.69,4.07,4.4,9.58,15.56,3.41,3.83,10.9,12.03,3.25,2.76,6.87,7.31,2.68,2.55,2.97,4.78,1.74,3.02,20.29,20.31,4.77,4.21,0.44,0.45,0.49,0.5,0.28,0.28,0.26,0.37
6341,2014_1304_1326,0.5,2014,1304,1326,19,25,22.45,24.09,3.29,4.03,52.58,53.68,6.46,5.19,5.94,5.79,2.08,2.91,17.52,17.79,4.07,3.67,16.16,15.82,7.12,5.79,22.48,22.97,9.36,7.32,8.81,10.09,3.5,3.87,24.55,24.0,4.07,4.44,9.58,12.03,3.41,3.87,10.9,11.18,3.25,3.21,6.87,7.65,2.68,2.75,2.97,4.5,1.74,2.57,20.29,16.5,4.77,4.05,0.44,0.43,0.49,0.5,0.28,0.28,0.26,0.3
6342,2014_1304_1328,0.5,2014,1304,1328,19,23,22.45,27.62,3.29,3.66,52.58,61.31,6.46,6.14,5.94,8.53,2.08,3.11,17.52,22.56,4.07,5.55,16.16,18.38,7.12,6.57,22.48,24.5,9.36,8.64,8.81,11.88,3.5,3.46,24.55,25.78,4.07,5.32,9.58,14.66,3.41,3.83,10.9,11.44,3.25,3.49,6.87,6.84,2.68,2.27,2.97,3.28,1.74,2.0,20.29,19.03,4.77,3.51,0.44,0.4,0.49,0.52,0.28,0.26,0.26,0.32
6343,2014_1304_1329,0.5,2014,1304,1329,19,21,22.45,26.42,3.29,4.38,52.58,56.85,6.46,7.43,5.94,7.15,2.08,3.07,17.52,19.42,4.07,5.34,16.16,20.33,7.12,7.17,22.48,28.09,9.36,9.66,8.81,9.55,3.5,3.17,24.55,25.7,4.07,4.98,9.58,13.64,3.41,4.71,10.9,10.42,3.25,2.51,6.87,7.58,2.68,3.66,2.97,4.79,1.74,2.52,20.29,19.61,4.77,4.74,0.44,0.51,0.49,0.53,0.28,0.23,0.26,0.28
6344,2014_1304_1332,0.5,2014,1304,1332,19,23,22.45,27.41,3.29,4.47,52.58,58.56,6.46,8.58,5.94,7.78,2.08,2.54,17.52,19.84,4.07,4.75,16.16,19.25,7.12,6.91,22.48,25.12,9.36,8.96,8.81,10.78,3.5,3.95,24.55,23.5,4.07,5.27,9.58,14.44,3.41,4.09,10.9,11.66,3.25,3.87,6.87,7.94,2.68,2.88,2.97,3.38,1.74,2.18,20.29,21.25,4.77,3.79,0.44,0.44,0.49,0.54,0.28,0.27,0.26,0.32
6345,2014_1304_1338,0.5,2014,1304,1338,19,25,22.45,24.85,3.29,5.58,52.58,53.88,6.46,7.36,5.94,5.15,2.08,2.76,17.52,14.44,4.07,4.41,16.16,17.62,7.12,5.87,22.48,24.79,9.36,7.73,8.81,12.15,3.5,4.17,24.55,23.94,4.07,4.14,9.58,15.62,3.41,4.51,10.9,10.56,3.25,2.88,6.87,7.0,2.68,2.73,2.97,3.0,1.74,1.87,20.29,17.5,4.77,4.25,0.44,0.47,0.49,0.51,0.28,0.27,0.26,0.38
6346,2014_1304_1344,0.5,2014,1304,1344,19,23,22.45,24.15,3.29,4.25,52.58,56.79,6.46,7.15,5.94,6.29,2.08,2.74,17.52,18.0,4.07,4.65,16.16,18.62,7.12,6.81,22.48,23.82,9.36,8.11,8.81,12.44,3.5,4.32,24.55,24.38,4.07,4.26,9.58,13.65,3.41,3.67,10.9,11.65,3.25,3.27,6.87,5.59,2.68,2.49,2.97,4.85,1.74,3.07,20.29,17.32,4.77,3.88,0.44,0.43,0.49,0.48,0.28,0.29,0.26,0.35
6347,2014_1304_1361,0.5,2014,1304,1361,19,27,22.45,23.55,3.29,3.65,52.58,55.39,6.46,6.03,5.94,4.74,2.08,2.18,17.52,13.97,4.07,3.8,16.16,16.52,7.12,6.56,22.48,24.87,9.36,8.87,8.81,12.9,3.5,4.04,24.55,23.9,4.07,4.71,9.58,9.35,3.41,3.76,10.9,9.77,3.25,3.24,6.87,7.45,2.68,3.18,2.97,4.97,1.74,2.48,20.29,16.65,4.77,3.57,0.44,0.46,0.49,0.47,0.28,0.24,0.26,0.36
6348,2014_1304_1372,0.5,2014,1304,1372,19,29,22.45,26.23,3.29,4.51,52.58,56.84,6.46,5.65,5.94,7.16,2.08,2.07,17.52,20.35,4.07,4.56,16.16,16.23,7.12,4.92,22.48,22.81,9.36,5.84,8.81,13.0,3.5,2.71,24.55,20.61,4.07,4.7,9.58,16.42,3.41,4.15,10.9,10.97,3.25,3.2,6.87,7.03,2.68,3.02,2.97,3.16,1.74,2.38,20.29,20.9,4.77,2.9,0.44,0.41,0.49,0.53,0.28,0.28,0.26,0.39
6349,2014_1304_1386,0.5,2014,1304,1386,19,24,22.45,24.64,3.29,3.71,52.58,52.58,6.46,5.78,5.94,7.36,2.08,3.84,17.52,19.36,4.07,5.12,16.16,14.64,7.12,6.02,22.48,22.82,9.36,7.46,8.81,9.61,3.5,3.92,24.55,26.3,4.07,4.45,9.58,14.06,3.41,4.8,10.9,12.33,3.25,3.79,6.87,4.48,2.68,2.46,2.97,4.61,1.74,2.32,20.29,15.82,4.77,4.29,0.44,0.44,0.49,0.54,0.28,0.33,0.26,0.29
6350,2014_1304_1387,0.5,2014,1304,1387,19,25,22.45,24.29,3.29,3.28,52.58,54.65,6.46,5.68,5.94,5.71,2.08,2.58,17.52,17.84,4.07,4.36,16.16,15.77,7.12,4.9,22.48,22.19,9.36,6.9,8.81,9.94,3.5,3.04,24.55,25.74,4.07,4.62,9.58,14.1,3.41,3.68,10.9,12.61,3.25,3.26,6.87,7.39,2.68,2.49,2.97,4.23,1.74,2.16,20.29,17.29,4.77,3.5,0.44,0.41,0.49,0.5,0.28,0.33,0.26,0.29
6351,2014_1304_1390,0.5,2014,1304,1390,19,21,22.45,25.27,3.29,4.5,52.58,54.42,6.46,8.42,5.94,5.91,2.08,2.67,17.52,15.94,4.07,5.21,16.16,17.06,7.12,5.82,22.48,24.27,9.36,6.61,8.81,9.67,3.5,4.58,24.55,25.18,4.07,4.79,9.58,11.79,3.41,4.28,10.9,11.24,3.25,2.91,6.87,5.09,2.68,2.48,2.97,4.24,1.74,2.03,20.29,18.06,4.77,4.23,0.44,0.46,0.49,0.52,0.28,0.28,0.26,0.29
6352,2014_1304_1393,0.5,2014,1304,1393,19,27,22.45,24.06,3.29,4.46,52.58,55.06,6.46,7.53,5.94,5.0,2.08,2.74,17.52,14.94,4.07,5.86,16.16,15.03,7.12,6.58,22.48,21.38,9.36,8.33,8.81,13.19,3.5,4.99,24.55,22.06,4.07,5.03,9.58,11.94,3.41,4.07,10.9,8.91,3.25,2.29,6.87,8.03,2.68,3.02,2.97,4.94,1.74,2.21,20.29,15.91,4.77,4.42,0.44,0.4,0.49,0.49,0.28,0.22,0.26,0.37
6353,2014_1304_1397,0.5,2014,1304,1397,19,20,22.45,24.41,3.29,4.13,52.58,55.16,6.46,6.53,5.94,5.56,2.08,2.7,17.52,16.88,4.07,4.47,16.16,16.12,7.12,6.38,22.48,22.78,9.36,7.56,8.81,13.72,3.5,4.62,24.55,25.03,4.07,4.21,9.58,12.09,3.41,3.87,10.9,10.88,3.25,3.63,6.87,5.19,2.68,2.1,2.97,4.72,1.74,2.61,20.29,17.19,4.77,4.04,0.44,0.42,0.49,0.5,0.28,0.29,0.26,0.39
6354,2014_1304_1400,0.5,2014,1304,1400,19,23,22.45,25.79,3.29,3.77,52.58,59.85,6.46,7.89,5.94,5.12,2.08,2.5,17.52,15.79,4.07,4.78,16.16,17.42,7.12,5.6,22.48,26.24,9.36,7.76,8.81,15.06,3.5,4.51,24.55,26.7,4.07,5.33,9.58,12.76,3.41,3.51,10.9,12.36,3.25,3.04,6.87,5.76,2.68,2.44,2.97,6.0,1.74,2.84,20.29,19.06,4.77,4.74,0.44,0.45,0.49,0.48,0.28,0.31,0.26,0.39
6355,2014_1304_1409,0.5,2014,1304,1409,19,21,22.45,24.67,3.29,4.65,52.58,55.82,6.46,6.45,5.94,5.76,2.08,2.76,17.52,17.7,4.07,5.32,16.16,18.0,7.12,5.77,22.48,26.67,9.36,8.97,8.81,10.79,3.5,2.34,24.55,25.52,4.07,4.03,9.58,12.52,3.41,4.14,10.9,11.45,3.25,3.88,6.87,6.97,2.68,2.38,2.97,3.79,1.74,1.98,20.29,21.42,4.77,5.17,0.44,0.49,0.49,0.49,0.28,0.28,0.26,0.31
6356,2014_1304_1411,0.5,2014,1304,1411,19,18,22.45,24.84,3.29,3.98,52.58,54.22,6.46,7.2,5.94,6.31,2.08,2.29,17.52,17.59,4.07,3.53,16.16,19.06,7.12,5.17,22.48,26.81,9.36,7.12,8.81,11.28,3.5,4.25,24.55,25.44,4.07,5.9,9.58,13.66,3.41,4.9,10.9,13.22,3.25,3.26,6.87,4.59,2.68,2.38,2.97,3.53,1.74,2.02,20.29,16.56,4.77,3.74,0.44,0.51,0.49,0.52,0.28,0.35,0.26,0.33
6357,2014_1304_1417,0.5,2014,1304,1417,19,26,22.45,29.06,3.29,5.37,52.58,59.29,6.46,5.28,5.94,6.38,2.08,2.5,17.52,16.32,4.07,4.72,16.16,17.32,7.12,5.55,22.48,23.12,9.36,6.35,8.81,10.09,3.5,2.55,24.55,25.56,4.07,4.75,9.58,17.21,3.41,4.01,10.9,10.53,3.25,2.5,6.87,9.38,2.68,2.92,2.97,2.88,1.74,1.65,20.29,17.74,4.77,4.36,0.44,0.4,0.49,0.55,0.28,0.23,0.26,0.31
6358,2014_1304_1418,0.5,2014,1304,1418,19,20,22.45,27.39,3.29,4.14,52.58,59.74,6.46,6.9,5.94,7.23,2.08,2.77,17.52,19.32,4.07,5.19,16.16,17.84,7.12,6.36,22.48,26.84,9.36,9.04,8.81,13.65,3.5,4.02,24.55,24.19,4.07,5.77,9.58,13.1,3.41,3.44,10.9,13.87,3.25,3.82,6.87,7.0,2.68,3.01,2.97,3.94,1.74,2.48,20.29,21.16,4.77,4.31,0.44,0.46,0.49,0.52,0.28,0.34,0.26,0.36
6359,2014_1304_1433,0.5,2014,1304,1433,19,26,22.45,26.24,3.29,3.9,52.58,62.68,6.46,5.85,5.94,7.41,2.08,2.81,17.52,21.26,4.07,4.96,16.16,15.09,7.12,7.87,22.48,22.38,9.36,10.01,8.81,14.15,3.5,4.86,24.55,23.74,4.07,4.62,9.58,13.12,3.41,4.28,10.9,12.26,3.25,3.53,6.87,11.18,2.68,3.86,2.97,4.26,1.74,2.12,20.29,19.56,4.77,4.37,0.44,0.36,0.49,0.48,0.28,0.28,0.26,0.35
6360,2014_1304_1437,0.5,2014,1304,1437,19,28,22.45,25.75,3.29,5.1,52.58,56.06,6.46,6.0,5.94,9.03,2.08,2.98,17.52,25.03,4.07,5.13,16.16,18.0,7.12,6.16,22.48,25.25,9.36,7.07,8.81,11.28,3.5,3.59,24.55,25.81,4.07,3.97,9.58,15.62,3.41,3.94,10.9,11.84,3.25,3.84,6.87,6.94,2.68,3.06,2.97,4.03,1.74,2.35,20.29,19.72,4.77,4.33,0.44,0.46,0.49,0.54,0.28,0.29,0.26,0.33
